name,pop,lat,lng
Campo Mourão,75401,-24.0496,-52.42
Union City,75343,37.603,-122.0187
Agrínio,75233,38.6218,21.4077
Bolingbrook,75201,41.6903,-88.1019
Anniston,75169,33.6713,-85.8136
Oshkosh,75154,44.0228,-88.5617
Kendall,75123,25.6697,-80.3556
Brick,75118,40.06,-74.1098
Atascocita,75114,29.9777,-95.1953
Idah,75087,7.1104,6.7399
Bombo,75000,0.5833,32.5333
Godē,75000,5.95,43.45
Red Deer,74857,52.2666,-113.8
Darhan,74738,49.6167,106.35
Camarillo,74682,34.223,-119.0322
The Villages,74618,28.9021,-81.9888
Hilton Head Island,74500,32.1896,-80.7499
Missouri City,74497,29.563,-95.5365
San Marcos,74212,29.8736,-97.938
Rochester Hills,74205,42.6645,-83.1563
Schaumburg,74184,42.0307,-88.0838
Kara-Balta,74133,42.8306,73.8857
San Ramón de la Nueva Orán,74059,-23.14,-64.32
Winchester,74031,39.1735,-78.1746
Harrisonburg,74023,38.4362,-78.8735
Standerton,74021,-26.9395,29.24
Riberalta,74014,-10.983,-66.1
Wausau,73933,44.9615,-89.6457
Jonesboro,73788,35.8211,-90.6793
Grand-Bassam,73772,5.2004,-3.75
Jackson,73685,35.6536,-88.8353
Munch’ŏn,73619,39.3813,127.2517
Bawku,73594,11.0604,-0.24
Rancho Cordova,73563,38.574,-121.2523
Sundsvall,73389,62.4001,17.3167
Onitsha,73374,6.1404,6.78
Mandurah,73356,-32.5235,115.7471
Dale City,73279,38.6473,-77.3459
Bonao,73269,18.942,-70.409
Cuamba,73268,-14.7896,36.54
Waldorf,73223,38.6085,-76.9195
Tatvan,73222,38.5066,42.2816
General Roca,73212,-39.02,-67.61
Southfield,73208,42.4765,-83.2605
Tokār,73202,18.4333,37.7333
Owensboro,73173,37.7573,-87.1174
Apple Valley,73077,34.5328,-117.2104
Pasco,73013,46.2506,-119.1303
Korosten’,72984,50.9504,28.65
Conway,72894,35.0753,-92.4695
Lodi,72890,38.1218,-121.2933
Guadalajara,72850,40.6337,-3.1666
Quảng Trị,72722,16.7504,107.2
Mansfield,72635,40.7656,-82.5275
Lanxi,72528,46.2664,126.276
Waukesha,72489,43.0087,-88.2464
Launceston,72458,-41.4498,147.1302
Morgantown,72453,39.6379,-79.9468
Keshan,72403,48.0263,125.866
Bourges,72340,47.0837,2.4
Venado Tuerto,72340,-33.7496,-61.97
Goya,72304,-29.14,-59.27
Montepuez,72279,-13.1196,39
Pittsburg,72141,38.0185,-121.897
Sumter,72131,33.9392,-80.393
Chusovoy,72113,58.2934,57.813
Cleveland,71944,35.1818,-84.8707
Chalkída,71842,38.464,23.6124
Kalamáta,71823,37.0389,22.1142
Ellicott City,71737,39.2773,-76.8344
Andkhōy,71730,36.9317,65.1015
Dothan,71620,31.2335,-85.4068
Chernogorsk,71582,53.8313,91.2227
Redlands,71554,34.0511,-117.1712
Wenatchee,71512,47.4338,-120.3286
Kovel’,71301,51.2171,24.7166
Sotik,71285,-0.6796,35.12
Asti,71276,44.93,8.21
Framingham,71232,42.3085,-71.4368
Cherry Hill,71204,39.9034,-74.9947
Maple Grove,71066,45.1089,-93.4626
Pocatello,71020,42.8716,-112.4652
South Jordan,70954,40.5571,-111.9783
Weston,70944,26.1007,-80.4054
Debre Mark’os,70758,10.34,37.72
Georgetown,70685,30.6668,-97.6953
Lethbridge,70617,49.7005,-112.8333
Janesville,70518,42.6855,-89.0136
Vol’sk,70500,52.0347,47.3743
Baiquan,70472,47.6018,126.0819
North Richland Hills,70441,32.8605,-97.218
St. Charles,70329,38.7956,-90.5156
Châu Đốc,70239,10.7004,105.1167
Belogorsk,70203,50.9191,128.4637
Zhanggu,70000,30.9504,101.9167
Sheboygan,69920,43.7403,-87.7316
Homestead,69907,25.4665,-80.4472
Bristol,69865,36.5572,-82.2154
Lima,69798,40.741,-84.1121
Walnut Creek,69773,37.9025,-122.0398
Woodbury,69756,44.9056,-92.923
El Paso de Robles,69735,35.6394,-120.656
Paragominas,69613,-2.9596,-47.49
Guajará-Mirim,69586,-10.8,-65.3499
West Bend,69577,43.4184,-88.1823
Mount Vernon,69528,48.4202,-122.3116
Villa Carlos Paz,69451,-31.42,-64.5
Bafia,69270,4.7504,11.23
Hasselt,69222,50.964,5.484
Ongjin,69195,37.9371,125.3571
Hammond,69180,30.5061,-90.4563
Daphne,69065,30.6286,-87.8866
Jorhāt,69033,26.75,94.2167
Mocuba,68984,-16.8496,38.26
Ragusa,68956,36.93,14.73
Liuhe,68938,42.2789,125.7173
Güines,68935,22.8361,-82.028
Mansfield,68928,32.569,-97.1211
Casas Adobes,68919,32.3423,-111.0114
Wum,68836,6.4004,10.07
Chulucanas,68835,-5.0896,-80.17
Tuymazy,68829,54.6048,53.6943
Decatur,68816,34.573,-86.9905
Glen Burnie,68768,39.1559,-76.6072
Al Aḩmadī,68763,29.0769,48.0838
Delray Beach,68749,26.455,-80.0905
Say’ūn,68747,15.943,48.7873
Kamloops,68714,50.6667,-120.3333
Palatine,68644,42.1181,-88.043
Borisoglebsk,68597,51.3687,42.0887
Dubuque,68573,42.5007,-90.7067
Bossier City,68554,32.5227,-93.6667
Sabanalarga,68535,10.64,-74.92
Buckeye,68453,33.4314,-112.6429
Rockville,68401,39.0834,-77.1553
Broomfield,68341,39.9541,-105.0527
Türkmenbaşy,68292,40.023,52.9697
Saldanha,68284,-33.01,17.93
Victoria,68271,28.8285,-96.985
Lodja,68244,-3.4896,23.42
Yorba Linda,68229,33.889,-117.7713
Otukpo,68220,7.1904,8.13
Ames,68156,42.0258,-93.6216
Daytona Beach,68055,29.1994,-81.0982
Concepción del Uruguay,67895,-32.48,-58.24
Chengjiao Chengguanzhen,67826,34.4362,104.0306
Carbondale,67807,37.722,-89.2238
Deva,67802,45.8833,22.9167
Ishim,67762,56.1502,69.4498
Hanover,67679,39.8117,-76.9835
Saratoga Springs,67582,43.0674,-73.7775
DeKalb,67500,41.9314,-88.7482
Soio,67491,-6.1296,12.37
Casper,67462,42.842,-106.3207
Kenner,67451,30.0109,-90.2549
Oktyabr’skiy,67386,52.6636,156.2387
Sherman,67354,33.6266,-96.6195
Petaluma,67316,38.2423,-122.6267
Tejen,67294,37.3786,60.496
Tzaneen,67245,-23.8195,30.17
Palo Alto,67178,37.3913,-122.1467
Weirton,67082,40.406,-80.5671
Bay City,67059,43.5903,-83.8886
Narva,66980,59.3776,28.1603
Apatity,66907,67.5731,33.393
Kati,66895,12.7504,-8.08
Aleksin,66885,54.5143,37.0944
Old Bridge,66880,40.4004,-74.3126
Kissidougou,66815,9.1905,-10.12
Baní,66709,18.28,-70.331
Las Heras,66663,-32.825,-68.8017
Eagan,66627,44.8169,-93.1638
Los Lunas,66613,34.8115,-106.7803
Mansehra,66486,34.3418,73.1968
Poinciana,66465,28.1217,-81.482
Corvallis,66441,44.5696,-123.2781
Rogers,66430,36.3172,-94.1518
Lake Elsinore,66411,33.6846,-117.3344
Kungur,66389,57.4348,56.9543
Klintsy,66336,52.7652,32.2448
Laguna Niguel,66334,33.5275,-117.705
Neryungri,66320,56.674,124.7104
Huinan,66315,42.6229,126.2614
Leninogorsk,66263,54.5987,52.4487
P’yŏngsan,66260,38.3367,126.3866
Grand Forks,66159,47.9221,-97.0887
Morón,66060,22.1099,-78.6275
Middletown,65952,40.3897,-74.0813
Lesosibirsk,65945,58.2433,92.4833
North Little Rock,65911,34.7807,-92.2372
Lahat,65906,-3.8,103.5333
Rockhampton,65850,-23.3639,150.52
Chābahār,65801,25.3004,60.6299
Alpharetta,65799,34.0703,-84.2738
Polevskoy,65770,56.4434,60.188
Sodo,65737,6.9,37.75
Great Falls,65624,47.5022,-111.2995
Longview,65619,46.146,-122.963
West Des Moines,65608,41.5522,-93.7805
Pyapon,65601,16.2933,95.6829
Rio Negro,65597,-26.1,-49.79
Prince George,65558,53.9167,-122.7667
Shawnee,65513,39.0158,-94.8076
Banī Walīd,65392,31.7704,13.99
Kumertau,65321,52.7748,55.7843
San Clemente,65267,33.4498,-117.6103
Birnin Konni,65252,13.7904,5.2599
Michigan City,65144,41.7098,-86.8705
Carmichael,65091,38.6337,-121.323
Ji-Paraná,65016,-10.8333,-61.967
Borås,65008,57.7304,12.92
Jupiter,64976,26.9199,-80.1128
Krasnotur’insk,64878,59.7948,60.4848
Tan-Tan,64868,28.4304,-11.1
Wellington,64848,26.6464,-80.2706
Rocklin,64838,38.8075,-121.2488
Rafḩā,64755,29.6202,43.4948
Rocky Mount,64732,35.9676,-77.8047
Fairbanks,64732,64.8353,-147.6534
Elmira,64664,42.0938,-76.8097
Binga,64639,2.3834,20.42
Mayagüez,64624,18.2003,-67.1397
Johnstown,64615,40.3258,-78.9194
Blaine,64557,45.1696,-93.2078
Puerto Madryn,64555,-42.77,-65.04
Sammamish,64548,47.6019,-122.0419
Eden Prairie,64400,44.8488,-93.4595
Tikhoretsk,64387,45.8531,40.1377
Redmond,64291,47.6762,-122.1169
Glens Falls,64287,43.3109,-73.6459
Parkersburg,64253,39.2624,-81.5419
Qinggang,64182,46.69,126.1
Gloucester,64034,39.7924,-75.0363
Mazabuka,64006,-15.86,27.76
Colón,63882,22.7196,-80.9058
Tulare,63855,36.1996,-119.3401
Lakeville,63748,44.6776,-93.2521
Haverhill,63639,42.7838,-71.0871
Castro Valley,63625,37.7092,-122.0632
Svobodnyy,63620,51.4062,128.1312
Zarafshon Shahri,63543,41.5822,64.2018
Beloit,63498,42.523,-89.0184
Aïn Sefra,63420,32.7604,-0.5799
Rzhev,63414,56.2574,34.3275
Bhairāhawā,63367,27.5333,83.3833
West Hartford,63360,41.7669,-72.7536
Pflugerville,63359,30.4525,-97.602
Eastvale,63211,33.9617,-117.5802
Port Orange,63203,29.1084,-81.0137
Encinitas,63184,33.049,-117.2613
Bethesda,63168,38.9866,-77.1188
Medicine Hat,63138,50.0333,-110.6833
Knysna,63106,-34.0329,23.0333
Novaya Balakhna,63083,56.4943,43.5944
Sopur,63035,34.3,74.4667
Kasongo,63000,-4.45,26.66
Coffs Harbour,62978,-30.3071,153.1123
Machiques,62968,10.0704,-72.5499
Balboa,62882,8.95,-79.5667
Rowlett,62868,32.9157,-96.5488
Monessen,62833,40.1519,-79.8828
Sebring,62814,27.477,-81.453
Greenwich,62782,41.0665,-73.6368
Lehi,62712,40.4137,-111.8726
Nkawkaw,62667,6.5505,-0.78
Coon Rapids,62656,45.1755,-93.3095
Belebey,62582,54.1291,54.1187
Kayes,62521,-4.18,13.28
Dundalk,62516,39.2703,-76.4942
Waltham,62442,42.3889,-71.2423
Brentwood,62433,37.9356,-121.719
Ankeny,62416,41.7284,-93.6034
San Luis Obispo,62398,35.267,-120.6689
Tanjungpandan,62374,-2.75,107.65
Springfield,62353,44.0538,-122.981
Council Bluffs,62316,41.2369,-95.8518
Castle Rock,62276,39.3762,-104.8535
Chistopol’,62200,55.3648,50.6407
Hamilton,62092,39.3938,-84.5652
Tikhvin,62075,59.6448,33.5144
Sagua la Grande,62073,22.809,-80.0711
Ferkessédougou,62008,9.6004,-5.2
Labinsk,61945,44.6348,40.7443
Fernandópolis,61931,-20.2696,-50.26
Mankato,61912,44.1711,-93.9773
Noblesville,61882,40.0356,-86.0066
Bassar,61845,9.261,0.789
Moca,61834,19.397,-70.523
Iskitim,61827,54.6509,83.2865
Benevento,61791,41.1337,14.75
Vyksa,61664,55.3247,42.1644
Gadsden,61656,34.009,-86.0156
Fairfield,61611,41.1775,-73.2733
Pula,61599,44.8687,13.8481
Sibay,61590,52.7091,58.6387
Palm Harbor,61553,28.0847,-82.7481
Moore,61523,35.3293,-97.4757
Hamden,61493,41.3961,-72.9215
Burnsville,61439,44.7648,-93.2795
Stralsund,61368,54.3004,13.1
Civitavecchia,61316,42.1004,11.8
Taylor,61276,42.226,-83.2688
Doral,61130,25.8151,-80.3565
Coburg,61054,50.2666,10.9666
Marietta,61048,33.9532,-84.5422
Sal’sk,61000,46.4775,41.542
El Carmen de Bolívar,60980,9.7204,-75.13
Rome,60966,34.2662,-85.1862
Bouaflé,60962,6.978,-5.748
Dublin,60939,37.7161,-121.8964
Sŏnbong,60864,42.3377,130.4027
Tartagal,60819,-22.55,-63.81
Albany,60795,44.6275,-123.0966
San Fernando,60746,-34.58,-70.99
Shuya,60705,56.8543,41.3643
Soasio,60611,0.6964,127.436
Langzhong,60542,31.5759,105.9656
Xo‘jayli Shahri,60401,42.4047,59.4517
Reston,60352,38.9497,-77.3461
Morristown,60316,36.2047,-83.3005
Lakewood,60296,47.1628,-122.5299
Zima,60239,53.9331,102.0331
Bristol,60223,41.6812,-72.9407
Millcreek,60192,40.6892,-111.8291
Woodland,60062,38.6712,-121.75
Crotone,60010,39.0833,17.1233
Benton Harbor,59939,42.1159,-86.4488
Meriden,59927,41.5367,-72.7944
Kotlas,59879,61.2631,46.6631
Chapel Hill,59862,35.927,-79.0391
Pontiac,59792,42.6493,-83.2878
Linares,59761,38.0833,-3.6334
Novi,59715,42.4786,-83.4893
Port Charlotte,59654,26.9918,-82.114
St. Clair Shores,59635,42.4921,-82.8957
Beckley,59629,37.7877,-81.184
Clay,59626,43.1809,-76.1955
Huazhou,59338,32.6804,112.08
Sanford,59317,28.7893,-81.276
San Felipe,59294,-32.75,-70.72
Kavála,59240,40.9412,24.4018
Gannan,59239,47.9204,123.51
Midland,59138,43.6239,-84.2316
Royal Oak,59112,42.5084,-83.1539
Bangor,59107,44.8322,-68.7906
Bartlett,59102,35.2337,-89.8195
San Rafael,59070,37.9904,-122.5222
San Francisco,59062,-31.43,-62.09
Goldsboro,58972,35.3777,-77.972
Mikhaylovka,58898,50.0679,43.2175
Solnechnogorsk,58891,56.1807,36.9809
Bowie,58859,38.9574,-76.7422
Tezpur,58851,26.6338,92.8
Lewiston,58796,44.0915,-70.1681
Columbus,58771,39.2094,-85.9183
Towson,58766,39.3944,-76.619
Orland Park,58765,41.6075,-87.8619
Arsen’yev,58700,44.1623,133.2823
Plymouth,58695,41.8783,-70.6309
Casa Grande,58632,32.9068,-111.7624
Aketi,58601,2.7405,23.78
Staunton,58470,38.1593,-79.0611
San Pedro,58430,-24.2196,-64.87
Des Plaines,58193,42.0344,-87.9008
Manchester,58172,41.7753,-72.5242
Santee,58113,32.8554,-116.9851
Spring,57932,30.0613,-95.383
Allanmyo,57897,19.3783,95.2279
Borovichi,57887,58.3978,33.8974
António Enes,57835,-16.23,39.91
Hot Springs,57819,34.4902,-93.0498
Walla Walla,57779,46.0669,-118.3365
Qŭnghirot,57758,43.0704,58.9
Tiznit,57705,29.7104,-9.74
Piscataway,57695,40.5467,-74.4636
Hendersonville,57517,36.3063,-86.5998
Titusville,57497,28.5727,-80.8193
Xankəndi,57473,39.8156,46.752
Kentaū,57408,43.5165,68.5199
Cheremkhovo,57395,53.1588,103.0739
Greenwood,57375,39.6019,-86.1073
Heroica Caborca,57357,30.7161,-112.1642
Midwest City,57308,35.463,-97.3709
Manhattan,57284,39.1885,-96.6047
Punta Alta,57209,-38.88,-62.08
St. Peters,57178,38.7825,-90.6061
Taunton,57139,41.9036,-71.0943
General Pico,57029,-35.6596,-63.77
Roslavl’,56971,53.9509,32.8604
Cruzeiro do Sul,56862,-7.63,-72.67
Los Andes,56859,-32.8296,-70.6
East Stroudsburg,56771,41.0023,-75.1779
Ridder,56756,50.3554,83.5149
Smyrna,56685,33.8633,-84.5168
Tinley Park,56668,41.567,-87.805
Diamond Bar,56665,33.9991,-117.8161
Weymouth Town,56664,42.1984,-70.9466
Garzón,56603,2.2104,-75.65
Bradenton,56508,27.49,-82.574
Jackson,56501,40.098,-74.3579
Bayan Hot,56387,38.839,105.6686
South Hill,56379,47.1203,-122.2848
Pittsfield,56291,42.4517,-73.2605
Richland,56243,46.2826,-119.2937
Huntersville,56212,35.4057,-80.8729
Rotorua,56200,-38.1317,176.2483
Shoreline,56189,47.7564,-122.3426
Hof,56153,50.317,11.9167
Paita,56151,-5.09,-81.12
Lesnoy,56084,58.6436,59.7983
Nova Viçosa,55980,-17.88,-39.37
Novato,55980,38.092,-122.5576
Commerce City,55923,39.8643,-104.8433
Sérres,55886,41.086,23.5497
Changling,55841,44.27,123.99
Cartersville,55794,34.1632,-84.8007
Dearborn Heights,55758,42.3164,-83.2769
Umm Ruwaba,55742,12.9104,31.2
Kingston,55695,41.9295,-73.9968
Parachinar,55685,33.8992,70.1008
Sayanogorsk,55642,53.0894,91.4004
Arqalyq,55521,50.2418,66.8976
Chicopee,55515,42.1764,-72.5719
Gelendzhik,55508,44.5748,38.0644
Vyaz’ma,55500,55.2122,34.2918
Brive-la-Gaillarde,55448,45.1504,1.5333
Hazleton,55444,40.9504,-75.9724
Xinqing,55415,48.2363,129.5059
Placetas,55408,22.3158,-79.6555
Wagga Wagga,55381,-35.1222,147.34
Concórdia,55367,-27.23,-52.03
Highland,55342,34.1113,-117.1654
Lake Havasu City,55341,34.5006,-114.3113
Kribi,55224,2.9404,9.91
Kettering,55175,39.6957,-84.1496
Euless,55174,32.8508,-97.0799
Wayne,55154,40.9481,-74.2453
Tadmur,55111,34.5504,38.2833
Palm Beach Gardens,55036,26.8486,-80.166
Watertown,54980,43.9734,-75.9095
Grants Pass,54973,42.4333,-123.3316
Blue Springs,54945,39.0123,-94.2722
West Haven,54843,41.2739,-72.9672
Colton,54828,34.0538,-117.3254
Union,54817,42.1258,-76.0329
Caldwell,54660,43.6454,-116.6599
Ning’an,54636,44.3313,129.4659
Fond du Lac,54629,43.7718,-88.4397
Arroyo Grande,54620,35.1242,-120.5845
Cathedral City,54596,33.8363,-116.4642
Cape Girardeau,54588,37.3108,-89.5596
El Banco,54522,9.0003,-73.98
Chivilcoy,54514,-34.9,-60.04
Penápolis,54477,-21.41,-50.08
Delano,54471,35.767,-119.2637
Stonecrest,54471,33.6843,-84.1373
Twin Falls,54455,42.5648,-114.4617
Williamsport,54389,41.2398,-77.0371
Krasnokamensk,54316,50.0665,118.0265
Ilha de Moçambique,54315,-15.0399,40.6822
Eagle Pass,54299,28.7125,-100.484
Normal,54284,40.522,-88.9877
Ash Shiḩr,54274,14.7593,49.6092
Leesburg,54215,39.1058,-77.5544
Beaufort,54207,32.4606,-80.7245
Parker,54202,39.5084,-104.7755
Hacienda Heights,54155,33.997,-117.9728
Southaven,54031,34.9514,-89.9787
Nuevitas,54022,21.5456,-77.2644
Brunswick,54017,31.145,-81.474
Grapevine,53982,32.9343,-97.0744
Ruteng,53976,-8.6118,120.4698
Chiquinquirá,53975,5.6204,-73.8199
Bozeman,53949,45.6828,-111.0549
Azul,53941,-36.7796,-59.87
Chicoutimi,53940,48.4333,-71.0667
Mount Prospect,53930,42.0641,-87.9375
Severomorsk,53921,69.0731,33.4231
Elyria,53883,41.3761,-82.1063
Bījār,53871,35.8741,47.5937
Vyshniy Volochëk,53800,57.583,34.5631
Markala,53738,13.6704,-6.07
Upata,53685,8.0204,-62.41
Yucaipa,53683,34.0336,-117.043
Pamplona,53587,7.3904,-72.66
DeSoto,53568,32.5992,-96.8633
Lenexa,53553,38.9609,-94.8018
Brookhaven,53518,33.8744,-84.3314
West Sacramento,53512,38.5557,-121.5504
Buguruslan,53511,53.663,52.433
Ilo,53476,-17.64,-71.34
Parsippany-Troy Hills,53444,40.8601,-74.4238
Lewiston,53436,46.3934,-116.9934
Bellevue,53424,41.1536,-95.9357
Grand Island,53424,40.9214,-98.3584
Wesley Chapel,53414,28.2106,-82.3238
Río Tercero,53389,-32.1796,-64.12
Wheaton,53373,41.8561,-88.1083
Kateríni,53293,40.2723,22.5025
Qing’an,53206,46.8719,127.5118
Tingo María,53177,-9.2896,-75.99
Tigard,53148,45.4237,-122.7845
Banes,53104,20.9629,-75.7186
Minnetonka,53085,44.9332,-93.4617
Peabody,52987,42.5335,-70.9724
Alexandroúpoli,52979,40.8486,25.8744
Milford city ,52970,41.2255,-73.0625
Mercedes,52949,-34.66,-59.44
Palm Desert,52932,33.7378,-116.3695
Livny,52915,52.4248,37.6044
Lompoc,52856,34.6618,-120.4714
Pinellas Park,52854,27.8589,-82.7076
Port Shepstone,52793,-30.7195,30.46
Lorica,52771,9.2419,-75.816
Krasnokamsk,52689,58.0747,55.7443
Siena,52625,43.317,11.35
Farmington,52555,36.7555,-108.1823
Stratford,52529,41.207,-73.1305
New Plymouth,52500,-39.0556,174.0748
Porirua,52500,-41.1219,174.8524
Thongwa,52496,16.7547,96.5193
Jaén,52493,-5.7096,-78.81
Bundaberg,52472,-24.8791,152.3509
Glendora,52445,34.1449,-117.8467
Apple Valley,52435,44.7457,-93.2006
Chambersburg,52418,39.9315,-77.6556
Hamilton,52320,32.2942,-64.7839
Basankusu,52216,1.2337,19.8
Tayshet,52184,55.9277,97.9877
Nyagan’,52137,62.1465,65.3814
Howell,52076,40.1819,-74.1977
Kimry,52070,56.8691,37.3444
Walvisbaai,52058,-22.9575,14.5053
Edina,51958,44.8914,-93.3602
Levittown,51945,40.1537,-74.853
Gwadar,51901,25.139,62.3286
Kentwood,51747,42.8852,-85.5925
Burien,51671,47.4762,-122.3393
Sierra Vista,51571,31.563,-110.3153
Hoffman Estates,51567,42.0639,-88.1468
Apopka,51564,28.7013,-81.5303
Emden,51526,53.3667,7.2167
Florissant,51443,38.7996,-90.3269
Tefé,51437,-3.36,-64.7
Bloomsburg,51356,41.0026,-76.4561
Tarma,51350,-11.41,-75.73
Tulun,51330,54.5653,100.5654
St. Cloud,51282,28.2294,-81.2829
Coral Gables,51095,25.7037,-80.2715
Hinesville,51001,31.8247,-81.6135
Kyshtym,50911,55.7,60.5595
Irondequoit,50890,43.2096,-77.5705
East Hartford,50812,41.7634,-72.6152
Ye,50798,15.2533,97.8679
Mahalapye,50744,-23.1,26.82
Mweka,50675,-4.8396,21.57
New Bern,50617,35.0955,-77.0723
Rowland Heights,50572,33.9716,-117.8911
Xánthi,50570,41.1418,24.8836
Passau,50560,48.567,13.4666
Turbo,50508,8.1004,-76.74
Hua Hin,50456,12.5697,99.9443
Apex,50451,35.7246,-78.8698
Arjona,50405,10.26,-75.35
Summerville,50388,33.0016,-80.1795
Orangetown,50365,41.0526,-73.9475
Sawahlunto,50354,-0.6663,100.7833
Collierville,50286,35.0471,-89.6988
Methuen Town,50259,42.734,-71.1889
Catalina Foothills,50202,32.3041,-110.8835
Ferreñafe,50184,-6.63,-79.8
An Nabk,50178,34.017,36.7333
North Bay,50170,46.3,-79.45
Siguiri,50159,11.4171,-9.1666
Otradnyy,50127,53.3778,51.3474
Gogrial,50065,8.5337,28.1167
Poway,50041,32.9872,-117.0201
Pozi,50000,23.4611,120.2419
Korogwe,50000,-5.0896,38.54
Lindong,50000,43.9837,119.1834
Kahemba,50000,-7.2829,19
Smyrna,49969,35.9722,-86.5253
Ashburn,49895,39.03,-77.4711
Minot,49884,48.2374,-101.278
Monchegorsk,49868,67.9291,32.8287
Azusa,49864,34.1386,-117.9124
Wylie,49826,33.0362,-96.5161
Traverse City,49806,44.7547,-85.6035
Tacheng,49796,46.75,82.95
Lota,49763,-37.0896,-73.16
Lacey,49748,47.0458,-122.7934
Zyryanovsk,49658,49.7453,84.2548
Dunwoody,49609,33.9418,-84.3122
Troy,49565,42.7354,-73.6751
Berber,49556,18.017,33.9833
Downers Grove,49540,41.7949,-88.017
Bullhead City,49531,35.1205,-114.546
Ifakara,49528,-8.1296,36.68
Bedford,49486,32.8464,-97.135
Wilson,49372,35.7312,-77.9284
Villa Mercedes,49345,-33.6896,-65.47
Ruzayevka,49311,54.0643,44.9244
Bentonville,49298,36.355,-94.2299
Murray,49295,40.6498,-111.8874
Libertador General San Martín,49267,-23.8195,-64.79
Cuyahoga Falls,49247,41.1641,-81.5207
Timimoun,49237,29.2365,0.27
Leander,49234,30.5728,-97.8633
I-n-Salah,49223,27.2166,2.4666
Mishawaka,49177,41.6736,-86.1669
Yong’an,49168,31.0504,109.5167
Roswell,49119,33.373,-104.5294
Monroe,49115,41.9154,-83.385
Severn,49076,39.1355,-76.6958
Cumberland,49033,39.6515,-78.7585
Mollendo,49033,-17.02,-72.02
St. Louis Park,49029,44.9488,-93.3649
Verkhnyaya Salda,48992,58.0502,60.5498
Changyŏn,48984,38.2517,125.1021
Reedley,48970,36.5983,-119.4473
Slobodskoy,48962,58.7185,50.188
Pascagoula,48946,30.3665,-88.5507
Madison,48861,34.7114,-86.7626
East Lansing,48844,42.748,-84.4835
Waingapu,48828,-9.6582,120.253
Portage,48816,42.2,-85.5906
Kannapolis,48806,35.4764,-80.6403
Rancho Santa Margarita,48793,33.6317,-117.5989
Cedar Hill,48710,32.5809,-96.9592
Lawrence,48704,39.8674,-85.9904
Tuckahoe,48691,37.5878,-77.5858
Megion,48691,61.0608,76.0953
East Brunswick,48673,40.4281,-74.4179
Uniontown,48657,39.8994,-79.7244
Rio Grande City,48633,26.3808,-98.8216
Paducah,48629,37.0711,-88.6435
Namtu,48591,23.0837,97.4
Cookeville,48587,36.1484,-85.5114
Findlay,48582,41.0467,-83.6379
Stillwater,48550,36.1315,-97.074
Port Macquarie,48547,-31.445,152.9187
Torzhok,48546,57.0291,34.9787
Danville,48518,40.1423,-87.6114
Niagara Falls,48460,43.0921,-79.0147
Serdar,48458,38.9755,56.2778
Wakema,48405,16.6133,95.1829
Bulungu,48344,-4.5496,18.6
Enid,48325,36.4061,-97.8701
Upper Buchanan,48315,5.9161,-10.0525
Wauwatosa,48277,43.0615,-88.0347
San Jacinto,48254,33.797,-116.9915
Palm Springs,48142,33.8017,-116.5382
Morehead City,48125,34.7304,-76.7386
Belaya Kalitva,48098,48.1865,40.7861
Bel Air South,48060,39.5051,-76.3197
East Honolulu,47868,21.2975,-157.7211
Mildura,47867,-34.185,142.1514
Cutral-Có,47814,-38.94,-69.24
Luwuk,47778,-0.9396,122.79
Ålesund,47772,62.5454,6.388
Littleton,47734,39.5915,-105.0188
Al Madrah Samā’il,47718,23.3032,57.9782
Draper,47710,40.4956,-111.8607
Lincoln,47674,38.8759,-121.2916
Glenview,47659,42.0825,-87.8216
Amahai,47653,-3.3281,128.9405
San Lorenzo,47626,-28.12,-58.77
Dublin,47619,40.1112,-83.1453
West Orange,47609,40.7893,-74.2627
East Providence,47600,41.8065,-71.3565
Chesterfield,47588,38.6588,-90.5803
Kafue,47554,-15.78,28.18
Newark,47531,37.5204,-122.0312
Roseville,47501,42.5074,-82.9369
Gryazi,47413,52.4948,39.9343
Jeffersonville,47383,38.3375,-85.7026
Ladysmith,47375,-28.5495,29.78
McLean,47305,38.9436,-77.1943
Mozhga,47270,56.4548,52.1843
Keller,47266,32.9337,-97.2255
Sahuarita,47229,31.9328,-110.9654
Antalaha,47224,-14.8833,50.2833
Euclid,47201,41.5904,-81.5188
Sandusky,47188,41.4437,-82.7149
P’ot’i,47149,42.1557,41.6716
Carrollton,47140,33.5818,-85.0837
Tres Arroyos,47136,-38.37,-60.2699
Danville,47135,36.5831,-79.4088
Mentor,47121,41.6895,-81.3361
Poso,47110,-1.3896,120.76
Qingyuan,47062,24.5004,108.6667
Dīla,47021,6.4104,38.31
Amursk,46993,50.2228,136.8974
Beaumont,46967,33.907,-116.9762
Beavercreek,46948,39.731,-84.0624
Sandnes,46911,58.8454,5.69
Pine Bluff,46850,34.2116,-92.0178
Salina,46782,38.8137,-97.6143
Maricopa,46741,33.0404,-112.0006
Zhitiqara,46740,52.193,61.2399
New Philadelphia,46736,40.486,-81.4402
Elmhurst,46662,41.8973,-87.9432
Perinton,46660,43.0781,-77.4283
Safonovo,46637,55.1465,33.2161
Galveston,46561,29.2487,-94.891
Little Elm,46548,33.1856,-96.929
Leavenworth,46517,39.3233,-94.9244
Middletown,46478,41.5476,-72.6549
Kita,46435,13.0504,-9.4833
Alatyr’,46427,54.8504,46.6
Ocoee,46402,28.5787,-81.5337
